id,catalog,messier,caldwell,ngc_ic,name,all_ids,type,mag,constellation,size_arcmin,ra_deg,dec_deg,season
IC3374,IC,,,IC 3374,,IC 3374,G,15.4,Virgo,0.95,186.88950,10.00378,Spring
IC3375,IC,,,IC 3375,,IC 3375,*,,Coma Berenices,,186.91817,27.36475,Spring
IC3376,IC,,,IC 3376,,IC 3376,G,14.32,Coma Berenices,0.87,186.95975,26.99353,Spring
IC3377,IC,,,IC 3377,,IC 3377,G,16.18,Coma Berenices,0.51,186.96646,24.94217,Spring
IC3378,IC,,,IC 3378,,IC 3378,G,16.31,Coma Berenices,0.54,187.00629,17.29631,Spring
IC3379,IC,,,IC 3379,,IC 3379,G,16.05,Coma Berenices,0.73,187.01775,17.30575,Spring
IC3380,IC,,,IC 3380,,IC 3380,G,16.82,Coma Berenices,0.51,187.02304,26.67286,Spring
IC3381,IC,,,IC 3381,,IC 3381,G,13.48,Virgo,1.19,187.06200,11.78983,Spring
IC3382,IC,,,IC 3382,,IC 3382,G,16.3,Coma Berenices,1.00,187.05642,13.57069,Spring
IC3383,IC,,,IC 3383,,IC 3383,G,15.18,Virgo,0.78,187.05133,10.29767,Spring
IC3384,IC,,,IC 3384,,IC 3384,G,19.29,Coma Berenices,0.68,187.05108,25.09133,Spring
IC3385,IC,,,IC 3385,,IC 3385,G,16.47,Coma Berenices,0.78,187.06229,25.43261,Spring
IC3386,IC,,,IC 3386,,IC 3386,G,15.55,Virgo,0.81,187.09867,13.19575,Spring
IC3387,IC,,,IC 3387,,IC 3387,G,16.61,Coma Berenices,0.35,187.07842,27.99572,Spring
IC3388,IC,,,IC 3388,,IC 3388,G,14.8,Virgo,0.74,187.11692,12.82367,Spring
IC3389,IC,,,IC 3389,,IC 3389,G,18.11,Coma Berenices,0.33,187.09800,27.84494,Spring
IC3390,IC,,,IC 3390,,IC 3390,G,16.56,Coma Berenices,0.61,187.11904,24.80933,Spring
IC3391,IC,,,IC 3391,,IC 3391,G,13.66,Coma Berenices,1.03,187.11375,18.41503,Spring
IC3392,IC,,,IC 3392,,IC 3392,G,12.99,Coma Berenices,2.60,187.18025,14.99950,Spring
IC3393,IC,,,IC 3393,,IC 3393,G,14.32,Virgo,1.10,187.17379,12.91592,Spring
IC3394,IC,,,IC 3394,,IC 3394,G,15.86,Coma Berenices,0.59,187.17171,26.79842,Spring
IC3395,IC,,,IC 3395,,IC 3395,G,16.43,Coma Berenices,0.58,187.18542,25.03475,Spring
IC3396,IC,,,IC 3396,,IC 3396,G,17.23,Coma Berenices,0.11,187.18742,25.05022,Spring
IC3397,IC,,,IC 3397,,IC 3397,G,15.99,Coma Berenices,0.61,187.19400,25.73192,Spring
IC3399,IC,,,IC 3399,,IC 3399,*,,Coma Berenices,,187.23325,25.69608,Spring
IC3400,IC,,,IC 3400,,IC 3400,*,11.5,Virgo,,187.26208,9.40617,Spring
IC3401,IC,,,IC 3401,,IC 3401,G,17.28,Coma Berenices,0.41,187.24517,26.46008,Spring
IC3402,IC,,,IC 3402,,IC 3402,G,15.16,Coma Berenices,1.17,187.24717,28.86194,Spring
IC3403,IC,,,IC 3403,,IC 3403,G,15.91,Coma Berenices,0.43,187.25608,24.63267,Spring
IC3404,IC,,,IC 3404,,IC 3404,Other,,Virgo,,187.29467,7.15394,Spring
IC3405,IC,,,IC 3405,,IC 3405,G,16.3,Canes Venatici,0.71,187.24838,37.73011,Winter
IC3406,IC,,,IC 3406,,IC 3406,G,15.64,Coma Berenices,0.65,187.26096,27.64053,Spring
IC3407,IC,,,IC 3407,,IC 3407,G,14.58,Coma Berenices,0.97,187.26608,27.77886,Spring
IC3408,IC,,,IC 3408,,IC 3408,*,10.87,Virgo,,187.31579,11.87589,Spring
IC3409,IC,,,IC 3409,,IC 3409,G,15.96,Coma Berenices,0.58,187.33846,14.78931,Spring
IC3410,IC,,,IC 3410,,IC 3410,G,15.71,Coma Berenices,0.69,187.27571,19.00478,Spring
IC3411,IC,,,IC 3411,,IC 3411,G,17.22,Coma Berenices,0.70,187.30163,24.58419,Spring
IC3412,IC,,,IC 3412,,IC 3412,G,15.55,Virgo,0.74,187.34437,9.98903,Spring
IC3413,IC,,,IC 3413,,IC 3413,G,14.36,Virgo,1.21,187.34379,11.43389,Spring
IC3414,IC,,,IC 3414,,IC 3414,G,13.97,Virgo,0.81,187.36992,6.77181,Spring
IC3415,IC,,,IC 3415,,IC 3415,*,,Coma Berenices,,187.34004,26.76622,Spring
IC3416,IC,,,IC 3416,,IC 3416,G,15.38,Virgo,0.95,187.39567,10.79308,Spring
IC3417,IC,,,IC 3417,,IC 3417,*,,Virgo,,187.41342,7.86128,Spring
IC3418,IC,,,IC 3418,,IC 3418,G,14.29,Virgo,1.32,187.43300,11.40469,Spring
IC3419,IC,,,IC 3419,,IC 3419,G,16.3,Coma Berenices,0.68,187.43575,15.02475,Spring
IC3420,IC,,,IC 3420,,IC 3420,*,,Coma Berenices,,187.42733,13.44642,Spring
IC3421,IC,,,IC 3421,,IC 3421,G,15.48,Coma Berenices,0.69,187.41079,26.23061,Spring
IC3422,IC,,,IC 3422,,IC 3422,G,16.08,Coma Berenices,0.58,187.47754,14.68836,Spring
IC3423,IC,,,IC 3423,,IC 3423,*,15.6,Coma Berenices,,187.44383,13.65878,Spring
IC3424,IC,,,IC 3424,,IC 3424,G,17.49,Coma Berenices,0.41,187.43767,24.40867,Spring
IC3425,IC,,,IC 3425,,IC 3425,G,14.57,Virgo,0.61,187.48496,10.61533,Spring
IC3426,IC,,,IC 3426,,IC 3426,*,14.9,Coma Berenices,,187.50608,13.59817,Spring
IC3428,IC,,,IC 3428,,IC 3428,*,,Coma Berenices,,187.53129,23.67503,Spring
IC3429,IC,,,IC 3429,,IC 3429,G,16.95,Coma Berenices,0.38,187.53308,23.54514,Spring
IC3430,IC,,,IC 3430,,IC 3430,G,15.43,Virgo,1.11,187.57033,9.08511,Spring
IC3431,IC,,,IC 3431,,IC 3431,G,16.85,Virgo,0.47,187.60075,11.61447,Spring
IC3432,IC,,,IC 3432,,IC 3432,G,14.78,Coma Berenices,0.69,187.61600,14.16019,Spring
IC3433,IC,,,IC 3433,,IC 3433,G,16.24,Coma Berenices,0.80,187.61754,17.30972,Spring
IC3434,IC,,,IC 3434,,IC 3434,G,15.46,Coma Berenices,0.76,187.61358,18.80972,Spring
IC3435,IC,,,IC 3435,,IC 3435,G,15.2,Coma Berenices,1.35,187.66617,15.12969,Spring
IC3436,IC,,,IC 3436,,IC 3436,G,14.86,Coma Berenices,0.75,187.62471,19.67303,Spring
IC3437,IC,,,IC 3437,,IC 3437,G,15.02,Virgo,0.61,187.69129,11.34319,Spring
IC3439,IC,,,IC 3439,,IC 3439,G,16.29,Coma Berenices,0.66,187.74779,25.56181,Spring
IC3440,IC,,,IC 3440,,IC 3440,G,16.75,Virgo,0.60,187.77150,12.02986,Spring
IC3441,IC,,,IC 3441,,IC 3441,G,15.11,Coma Berenices,0.64,187.76842,28.85269,Spring
IC3442,IC,,,IC 3442,,IC 3442,G,13.8,Coma Berenices,0.94,187.83413,14.11519,Spring
IC3443,IC,,,IC 3443,,IC 3443,G,15.03,Virgo,0.55,187.81554,12.33178,Spring
IC3444,IC,,,IC 3444,,IC 3444,**,,Coma Berenices,,187.80788,27.54964,Spring
IC3445,IC,,,IC 3445,,IC 3445,G,15.95,Virgo,0.47,187.83096,12.73800,Spring
IC3446,IC,,,IC 3446,,IC 3446,G,15.53,Virgo,0.62,187.84558,11.49239,Spring
IC3447,IC,,,IC 3447,,IC 3447,G,16.69,Virgo,0.37,187.82458,10.68017,Spring
IC3448,IC,,,IC 3448,,IC 3448,G,15.52,Coma Berenices,0.97,187.84663,17.20642,Spring
IC3449,IC,,,IC 3449,,IC 3449,G,17.02,Coma Berenices,0.31,187.84558,25.91400,Spring
IC3450,IC,,,IC 3450,,IC 3450,G,16.4,Coma Berenices,0.47,187.85342,26.79614,Spring
IC3451,IC,,,IC 3451,,IC 3451,G,14.65,Coma Berenices,0.68,187.85029,28.85519,Spring
IC3453,IC,,,IC 3453,,IC 3453,G,14.8,Coma Berenices,0.95,187.90725,14.85981,Spring
IC3454,IC,,,IC 3454,,IC 3454,G,15.59,Coma Berenices,1.12,187.91104,27.49572,Spring
IC3455,IC,,,IC 3455,,IC 3455,G,16.71,Coma Berenices,0.59,187.93563,25.78608,Spring
IC3456,IC,,,IC 3456,,IC 3456,Other,,Coma Berenices,,187.93229,28.35717,Spring
IC3457,IC,,,IC 3457,,IC 3457,G,14.64,Virgo,1.00,187.96392,12.65700,Spring
IC3458,IC,,,IC 3458,,IC 3458,G,15.73,Coma Berenices,0.67,187.93333,28.14736,Spring
IC3459,IC,,,IC 3459,,IC 3459,G,14.91,Virgo,1.11,187.98300,12.17403,Spring
IC3460,IC,,,IC 3460,,IC 3460,G,16.22,Coma Berenices,0.62,187.95996,27.38689,Spring
IC3461,IC,,,IC 3461,,IC 3461,G,14.51,Virgo,0.73,188.01142,11.89008,Spring
IC3462,IC,,,IC 3462,,IC 3462,G,16.09,Coma Berenices,0.67,188.03992,15.30094,Spring
IC3463,IC,,,IC 3463,,IC 3463,Other,,Virgo,,188.01908,12.31942,Spring
IC3464,IC,,,IC 3464,,IC 3464,*,,Coma Berenices,,188.00083,26.00483,Spring
IC3465,IC,,,IC 3465,,IC 3465,G,16.16,Virgo,0.44,188.05100,12.06156,Spring
IC3466,IC,,,IC 3466,,IC 3466,G,15.76,Virgo,0.65,188.02367,11.81792,Spring
IC3467,IC,,,IC 3467,,IC 3467,G,15.4,Virgo,0.96,188.10237,11.78758,Spring
IC3468,IC,,,IC 3468,,IC 3468,G,13.88,Virgo,1.28,188.05921,10.25147,Spring
IC3469,IC,,,IC 3469,,IC 3469,G,17.64,Coma Berenices,0.34,188.04575,25.80278,Spring
IC3470,IC,,,IC 3470,,IC 3470,G,13.85,Virgo,0.95,188.09746,11.26297,Spring
IC3471,IC,,,IC 3471,,IC 3471,G,15.49,Coma Berenices,1.00,188.09508,16.01883,Spring
IC3472,IC,,,IC 3472,,IC 3472,G,17.1,Coma Berenices,0.50,188.07825,24.72825,Spring
IC3473,IC,,,IC 3473,,IC 3473,G,14.4,Coma Berenices,1.05,188.07967,18.24414,Spring
IC3474,IC,,,IC 3474,,IC 3474,G,14.57,Virgo,2.26,188.15212,2.66153,Spring
IC3475,IC,,,IC 3475,,IC 3475,G,13.38,Virgo,1.56,188.17108,12.77100,Spring
IC3476,IC,,,IC 3476,,IC 3476,G,12.84,Coma Berenices,1.67,188.17450,14.05044,Spring
IC3477,IC,,,IC 3477,,IC 3477,*,,Coma Berenices,,188.15921,26.03844,Spring
IC3478,IC,,,IC 3478,,IC 3478,G,14.37,Coma Berenices,0.91,188.18417,14.19619,Spring
IC3479,IC,,,IC 3479,,IC 3479,G,17.13,Coma Berenices,0.29,188.17054,25.40611,Spring
IC3480,IC,,,IC 3480,,IC 3480,**,,Coma Berenices,,188.17288,26.82856,Spring
IC3481,IC,,,IC 3481,,IC 3481,G,13.67,Virgo,0.87,188.21775,11.40439,Spring
IC3482,IC,,,IC 3482,,IC 3482,G,16.61,Coma Berenices,0.43,188.25417,27.83031,Spring
IC3483,IC,,,IC 3483,,IC 3483,G,14.18,Virgo,0.87,188.29192,11.34733,Spring
IC3484,IC,,,IC 3484,,IC 3484,G,15.01,Coma Berenices,0.78,188.27208,17.40300,Spring
IC3485,IC,,,IC 3485,,IC 3485,*,,Virgo,,188.29692,9.21728,Spring
IC3486,IC,,,IC 3486,,IC 3486,G,15.15,Virgo,0.82,188.30838,12.85783,Spring
IC3487,IC,,,IC 3487,,IC 3487,G,15.04,Virgo,0.92,188.30600,9.39736,Spring
IC3488,IC,,,IC 3488,,IC 3488,G,15.57,Coma Berenices,0.64,188.28521,26.34936,Spring
IC3489,IC,,,IC 3489,,IC 3489,G,14.79,Virgo,0.65,188.30708,12.24700,Spring
IC3490,IC,,,IC 3490,,IC 3490,G,15.47,Virgo,0.59,188.30792,10.92853,Spring
IC3491,IC,,,IC 3491,,IC 3491,G,16.05,Coma Berenices,0.83,188.28746,27.09439,Spring
IC3492,IC,,,IC 3492,,IC 3492,G,15.3,Virgo,0.70,188.33242,12.85344,Spring
IC3493,IC,,,IC 3493,,IC 3493,*,,Virgo,,188.32867,9.39319,Spring
IC3494,IC,,,IC 3494,,IC 3494,G,17.14,Coma Berenices,0.30,188.30713,27.58411,Spring
IC3495,IC,,,IC 3495,,IC 3495,**,,Coma Berenices,,188.31787,26.80881,Spring
IC3496,IC,,,IC 3496,,IC 3496,*,,Coma Berenices,,188.33046,26.75544,Spring
IC3497,IC,,,IC 3497,,IC 3497,*,,Coma Berenices,,188.36892,25.48875,Spring
IC3498,IC,,,IC 3498,,IC 3498,G,16.21,Coma Berenices,0.69,188.37071,26.73806,Spring
IC3499,IC,,,IC 3499,,IC 3499,G,13.27,Virgo,1.61,188.43750,10.99572,Spring
IC3500,IC,,,IC 3500,,IC 3500,G,15.08,Coma Berenices,0.57,188.45696,13.96278,Spring
IC3501,IC,,,IC 3501,,IC 3501,G,14.69,Coma Berenices,0.93,188.46508,13.32244,Spring
IC3502,IC,,,IC 3502,,IC 3502,G,17.44,Coma Berenices,0.76,188.42638,26.61736,Spring
IC3503,IC,,,IC 3503,,IC 3503,*,,Canes Venatici,,188.45112,37.78931,Spring
IC3504,IC,,,IC 3504,,IC 3504,*,,Virgo,,188.53271,6.88636,Spring
IC3505,IC,,,IC 3505,,IC 3505,G,15.05,Coma Berenices,0.85,188.54296,15.96822,Spring
IC3506,IC,,,IC 3506,,IC 3506,G,15.93,Virgo,0.71,188.52808,12.74161,Spring
IC3507,IC,,,IC 3507,,IC 3507,G,17.26,Coma Berenices,0.41,188.51854,25.36283,Spring
IC3508,IC,,,IC 3508,,IC 3508,G,15.42,Coma Berenices,1.03,188.52896,26.67078,Spring
IC3509,IC,,,IC 3509,,IC 3509,G,14.25,Virgo,1.01,188.54804,12.04897,Spring
IC3510,IC,,,IC 3510,,IC 3510,G,14.87,Virgo,0.81,188.56171,11.07153,Spring
IC3511,IC,,,IC 3511,,IC 3511,*,,Coma Berenices,,188.53954,27.34864,Spring
IC3512,IC,,,IC 3512,,IC 3512,*,,Coma Berenices,,188.54025,27.36111,Spring
IC3513,IC,,,IC 3513,,IC 3513,*,,Coma Berenices,,188.54837,27.33056,Spring
IC3514,IC,,,IC 3514,,IC 3514,**,,Coma Berenices,,188.56579,26.70061,Spring
IC3515,IC,,,IC 3515,,IC 3515,G,15.61,Coma Berenices,0.65,188.56708,27.86225,Spring
IC3516,IC,,,IC 3516,,IC 3516,G,16.07,Coma Berenices,0.87,188.57142,27.45231,Spring
IC3517,IC,,,IC 3517,,IC 3517,G,15.3,Virgo,1.16,188.62817,9.15475,Spring
IC3518,IC,,,IC 3518,,IC 3518,G,14.79,Virgo,1.32,188.63038,9.62344,Spring
IC3519,IC,,,IC 3519,,IC 3519,G,15.88,Coma Berenices,0.68,188.66000,15.60269,Spring
IC3520,IC,,,IC 3520,,IC 3520,G,15.8,Coma Berenices,0.85,188.63254,13.50367,Spring
IC3521,IC,,,IC 3521,,IC 3521,G,13.74,Virgo,1.39,188.66463,7.16019,Spring
IC3522,IC,,,IC 3522,,IC 3522,G,15.41,Coma Berenices,1.08,188.68992,15.22078,Spring
IC3523,IC,,,IC 3523,,IC 3523,G,17.08,Coma Berenices,0.38,188.66417,14.01678,Spring
IC3524,IC,,,IC 3524,,IC 3524,*,,Coma Berenices,,188.67958,14.24433,Spring
IC3525,IC,,,IC 3525,,IC 3525,G,16.49,Virgo,0.36,188.69350,10.17669,Spring
IC3526,IC,,,IC 3526,,IC 3526,**,,Coma Berenices,,188.66921,25.68414,Spring
IC3527,IC,,,IC 3527,,IC 3527,**,,Coma Berenices,,188.67621,26.15511,Spring
IC3528,IC,,,IC 3528,,IC 3528,G,15.2,Coma Berenices,0.33,188.73292,15.56561,Spring
IC3529,IC,,,IC 3529,,IC 3529,*,,Coma Berenices,,188.70733,25.69878,Spring
IC3530,IC,,,IC 3530,,IC 3530,G,14.53,Coma Berenices,1.75,188.70550,17.81428,Spring
IC3531,IC,,,IC 3531,,IC 3531,G,16.55,Coma Berenices,0.43,188.73558,26.62658,Spring
IC3532,IC,,,IC 3532,,IC 3532,*,,Coma Berenices,,188.73967,25.88064,Spring
IC3533,IC,,,IC 3533,,IC 3533,G,16.01,Coma Berenices,0.44,188.75533,25.77972,Spring
IC3534,IC,,,IC 3534,,IC 3534,G,16.11,Coma Berenices,0.48,188.71721,14.97817,Spring
IC3535,IC,,,IC 3535,,IC 3535,*,,Coma Berenices,,188.79542,25.73197,Spring
IC3536,IC,,,IC 3536,,IC 3536,G,16.13,Coma Berenices,0.87,188.80204,26.53342,Spring
IC3537,IC,,,IC 3537,,IC 3537,*,,Virgo,,188.84358,7.65300,Spring
IC3538,IC,,,IC 3538,,IC 3538,*,,Coma Berenices,,188.81483,26.23553,Spring
IC3539,IC,,,IC 3539,,IC 3539,*,,Coma Berenices,,188.83371,23.98314,Spring
IC3540,IC,,,IC 3540,,IC 3540,G,14.58,Virgo,0.88,188.86346,12.75025,Spring
IC3541,IC,,,IC 3541,,IC 3541,*,,Coma Berenices,,188.84050,23.97525,Spring
IC3542,IC,,,IC 3542,,IC 3542,G,15.65,Virgo,0.66,188.92163,11.66717,Spring
IC3544,IC,,,IC 3544,,IC 3544,**,,Coma Berenices,,188.94750,14.30056,Spring
IC3547,IC,,,IC 3547,,IC 3547,*,,Coma Berenices,,188.95371,26.32911,Spring
IC3548,IC,,,IC 3548,,IC 3548,G,16.1,Virgo,0.74,188.98596,10.93631,Spring
IC3549,IC,,,IC 3549,,IC 3549,*,,Coma Berenices,,188.96188,26.39522,Spring
IC3551,IC,,,IC 3551,,IC 3551,HII,,Coma Berenices,,188.97379,27.96417,Spring
IC3552,IC,,,IC 3552,,IC 3552,HII,,Coma Berenices,,188.97458,27.99389,Spring
IC3553,IC,,,IC 3553,,IC 3553,*,,Coma Berenices,,188.98304,26.19306,Spring
IC3554,IC,,,IC 3554,,IC 3554,*,,Coma Berenices,,188.97996,27.92733,Spring
IC3555,IC,,,IC 3555,,IC 3555,HII,,Coma Berenices,,188.98313,27.98889,Spring
IC3556,IC,,,IC 3556,,IC 3556,G,15.54,Coma Berenices,0.56,188.99358,26.96606,Spring
IC3557,IC,,,IC 3557,,IC 3557,GPair,,Coma Berenices,0.40,189.03404,16.64086,Spring
IC3557 NED01,IC,,,IC3557 NED01,,IC3557 NED01,G,15.97,Coma Berenices,0.95,189.03392,16.64147,Spring
IC3557 NED02,IC,,,IC3557 NED02,,IC3557 NED02,G,17.56,Coma Berenices,0.10,189.03517,16.64058,Spring
IC3558,IC,,,IC 3558,,IC 3558,G,17.39,Virgo,0.33,189.01167,11.84981,Spring
IC3559,IC,,,IC 3559,,IC 3559,G,16.46,Coma Berenices,0.50,189.01400,26.98736,Spring
IC3560,IC,,,IC 3560,,IC 3560,G,16.38,Coma Berenices,0.78,189.01629,27.07819,Spring
IC3561,IC,,,IC 3561,,IC 3561,G,15.7,Coma Berenices,0.60,189.01996,26.89961,Spring
IC3562,IC,,,IC 3562,,IC 3562,G,16.19,Virgo,0.93,189.04400,9.92261,Spring
IC3563,IC,,,IC 3563,,IC 3563,HII,,Coma Berenices,,189.03008,27.92736,Spring
IC3564,IC,,,IC 3564,,IC 3564,*Ass,,Coma Berenices,,189.03371,27.92839,Spring
IC3565,IC,,,IC 3565,,IC 3565,G,16.96,Coma Berenices,0.31,189.05108,26.75611,Spring
IC3566,IC,,,IC 3566,,IC 3566,Other,,Virgo,,189.09050,11.16489,Spring
IC3567,IC,,,IC 3567,,IC 3567,G,15.16,Coma Berenices,0.67,189.09467,13.60286,Spring
IC3568,IC,,,IC 3568,,IC 3568,PN,10.6,Camelopardalis,0.38,188.27825,82.56392,Winter
IC3570,IC,,,IC 3570,,IC 3570,*,,Coma Berenices,,189.07617,24.07847,Spring
IC3571,IC,,,IC 3571,,IC 3571,G,17.52,Coma Berenices,0.60,189.08329,26.08378,Spring
IC3572,IC,,,IC 3572,,IC 3572,**,,Virgo,,189.11638,11.61850,Spring
IC3573,IC,,,IC 3573,,IC 3573,G,16.65,Virgo,0.46,189.11342,11.75911,Spring
IC3574,IC,,,IC 3574,,IC 3574,G,15.34,Virgo,0.73,189.11596,12.40517,Spring
IC3575,IC,,,IC 3575,,IC 3575,G,16.26,Coma Berenices,0.66,189.13492,13.74842,Spring
IC3576,IC,,,IC 3576,,IC 3576,G,14.97,Virgo,2.30,189.15700,6.62089,Spring
IC3577,IC,,,IC 3577,,IC 3577,Other,,Virgo,,189.15113,11.89714,Spring
IC3578,IC,,,IC 3578,,IC 3578,G,15.24,Virgo,0.85,189.16421,11.10186,Spring
IC3579,IC,,,IC 3579,,IC 3579,*,,Coma Berenices,,189.13642,26.10414,Spring
IC3580,IC,,,IC 3580,,IC 3580,G,15.67,Coma Berenices,0.86,189.12179,18.30050,Spring
IC3581,IC,,,IC 3581,,IC 3581,G,14.06,Coma Berenices,0.79,189.15879,24.42903,Spring
IC3582,IC,,,IC 3582,,IC 3582,G,16.66,Coma Berenices,0.29,189.15379,26.23467,Spring
IC3583,IC,,,IC 3583,,IC 3583,G,13,Virgo,1.05,189.18121,13.25933,Spring
IC3584,IC,,,IC 3584,,IC 3584,*,,Virgo,,189.18792,12.23306,Spring
IC3585,IC,,,IC 3585,,IC 3585,G,15.01,Coma Berenices,0.82,189.16625,26.82994,Spring
IC3586,IC,,,IC 3586,,IC 3586,G,14.52,Virgo,1.16,189.22854,12.52008,Spring
IC3587,IC,,,IC 3587,,IC 3587,G,15.87,Coma Berenices,1.43,189.20137,27.54853,Spring
IC3589,IC,,,IC 3589,,IC 3589,*,15.6,Virgo,,189.25500,6.93700,Spring
IC3590,IC,,,IC 3590,,IC 3590,G,15.62,Coma Berenices,0.91,189.21129,27.27814,Spring
IC3591,IC,,,IC 3591,,IC 3591,G,14.4,Virgo,0.79,189.26267,6.92664,Spring
IC3594,IC,,,IC 3594,,IC 3594,*,,Coma Berenices,,189.23496,26.11550,Spring
IC3595,IC,,,IC 3595,,IC 3595,G,16.8,Coma Berenices,0.39,189.27667,23.78689,Spring
IC3596,IC,,,IC 3596,,IC 3596,Other,,Coma Berenices,,189.32875,26.52092,Spring
IC3597,IC,,,IC 3597,,IC 3597,G,16.65,Coma Berenices,0.82,189.35267,23.86406,Spring
IC3598,IC,,,IC 3598,,IC 3598,G,15.01,Coma Berenices,1.41,189.33783,28.20817,Spring
IC3599,IC,,,IC 3599,,IC 3599,G,15.6,Coma Berenices,0.51,189.42167,26.70767,Spring
IC3600,IC,,,IC 3600,,IC 3600,G,15.67,Coma Berenices,0.67,189.42150,27.12956,Spring
IC3601,IC,,,IC 3601,,IC 3601,G,15.73,Coma Berenices,0.79,189.47350,15.22467,Spring
IC3602,IC,,,IC 3602,,IC 3602,G,16.35,Virgo,0.82,189.57625,10.07283,Spring
IC3603,IC,,,IC 3603,,IC 3603,G,16.12,Coma Berenices,0.36,189.56729,15.56981,Spring
IC3604,IC,,,IC 3604,,IC 3604,G,15.98,Virgo,0.52,189.58633,11.73072,Spring
IC3605,IC,,,IC 3605,,IC 3605,G,15.79,Coma Berenices,0.70,189.58729,19.54133,Spring
IC3606,IC,,,IC 3606,,IC 3606,G,16.49,Virgo,0.61,189.60454,12.61061,Spring
IC3607,IC,,,IC 3607,,IC 3607,G,16.58,Virgo,0.42,189.63404,10.37653,Spring
IC3608,IC,,,IC 3608,,IC 3608,G,14.71,Virgo,3.35,189.65554,10.47589,Spring
IC3609,IC,,,IC 3609,,IC 3609,G,14.96,Coma Berenices,0.38,189.64467,14.35242,Spring
IC3610,IC,,,IC 3610,,IC 3610,G,17.43,Coma Berenices,0.32,189.69642,26.87286,Spring
IC3611,IC,,,IC 3611,,IC 3611,G,14.29,Coma Berenices,1.37,189.76725,13.36353,Spring
IC3612,IC,,,IC 3612,,"IC 3612,IC 3616",G,15.03,Coma Berenices,1.05,189.76958,14.73114,Spring
IC3613,IC,,,IC 3613,,IC 3613,G,17.03,Coma Berenices,0.49,189.76996,13.75900,Spring
IC3614,IC,,,IC 3614,,IC 3614,G,17.73,Coma Berenices,0.30,189.75450,26.30283,Spring
IC3615,IC,,,IC 3615,,IC 3615,G,15.2,Coma Berenices,1.06,189.75671,18.20067,Spring
IC3617,IC,,,IC 3617,,IC 3617,G,14.27,Virgo,0.74,189.85417,7.96583,Spring
IC3618,IC,,,IC 3618,,IC 3618,G,15.58,Coma Berenices,0.50,189.82137,26.67778,Spring
IC3619,IC,,,IC 3619,,IC 3619,**,,Coma Berenices,,189.82825,24.14242,Spring
IC3620,IC,,,IC 3620,,IC 3620,G,15.62,Coma Berenices,0.76,189.82508,27.90864,Spring
IC3621,IC,,,IC 3621,,IC 3621,G,15.65,Coma Berenices,1.01,189.88992,15.50261,Spring
IC3622,IC,,,IC 3622,,IC 3622,G,16.03,Coma Berenices,0.30,189.88533,15.43206,Spring
IC3623,IC,,,IC 3623,,IC 3623,G,15.16,Coma Berenices,0.80,189.86508,27.10233,Spring
IC3624,IC,,,IC 3624,,IC 3624,G,16.52,Virgo,0.49,189.89367,11.98219,Spring
IC3625,IC,,,IC 3625,,IC 3625,G,15.43,Virgo,0.43,189.88821,10.96767,Spring
IC3626,IC,,,IC 3626,,IC 3626,G,15.87,Coma Berenices,0.54,189.88183,25.67739,Spring
IC3627,IC,,,IC 3627,,IC 3627,G,16.37,Coma Berenices,0.44,189.88333,27.49728,Spring
IC3628,IC,,,IC 3628,,IC 3628,*,,Coma Berenices,,189.91171,26.23889,Spring
IC3629,IC,,,IC 3629,,IC 3629,G,15.26,Coma Berenices,0.98,189.94442,13.53331,Spring
IC3630,IC,,,IC 3630,,IC 3630,*,,Coma Berenices,,189.94417,25.43253,Spring
IC3631,IC,,,IC 3631,,IC 3631,G,14.22,Virgo,1.06,189.95004,12.97397,Spring
IC3632,IC,,,IC 3632,,IC 3632,G,16.75,Coma Berenices,0.40,190.00000,26.68222,Spring
IC3633,IC,,,IC 3633,,IC 3633,G,15.76,Virgo,0.58,190.04688,9.89614,Spring
IC3634,IC,,,IC 3634,,IC 3634,G,15.75,Virgo,0.93,190.04733,9.84778,Spring
IC3635,IC,,,IC 3635,,IC 3635,G,14.65,Virgo,0.85,190.05575,12.87478,Spring
IC3636,IC,,,IC 3636,,IC 3636,**,,Coma Berenices,,190.06475,22.07456,Spring
IC3637,IC,,,IC 3637,,IC 3637,G,14.82,Coma Berenices,1.23,190.08154,14.71500,Spring
IC3638,IC,,,IC 3638,,IC 3638,G,14.37,Virgo,0.68,190.06917,10.51853,Spring
IC3639,IC,,,IC 3639,,IC 3639,G,13.32,Centaurus,1.24,190.22021,-36.75586,Unknown
IC3640,IC,,,IC 3640,,IC 3640,G,15.97,Coma Berenices,0.45,190.10500,26.52417,Spring
IC3641,IC,,,IC 3641,,IC 3641,G,17.9,Coma Berenices,0.66,190.11200,26.52158,Spring
IC3642,IC,,,IC 3642,,IC 3642,G,16.41,Coma Berenices,0.37,190.10721,26.73122,Spring
IC3643,IC,,,IC 3643,,IC 3643,G,16.61,Virgo,0.53,190.17029,12.40658,Spring
IC3644,IC,,,IC 3644,,IC 3644,G,16.23,Coma Berenices,0.91,190.15096,26.50461,Spring
IC3645,IC,,,IC 3645,,IC 3645,*,,Coma Berenices,,190.15671,26.54136,Spring
IC3646,IC,,,IC 3646,,IC 3646,G,15.43,Coma Berenices,0.69,190.16042,26.52619,Spring
IC3647,IC,,,IC 3647,,IC 3647,G,15.13,Virgo,1.34,190.22129,10.47536,Spring
IC3648,IC,,,IC 3648,,IC 3648,*,,Virgo,,190.21746,12.98500,Spring
