id,catalog,messier,caldwell,ngc_ic,name,all_ids,type,mag,constellation,size_arcmin,ra_deg,dec_deg,season
NGC6999,NGC,,,NGC 6999,,NGC 6999,G,14.91,Microscopium,1.21,315.49808,-28.05892,Autumn
NGC7000,Caldwell,,C20,NGC 7000,North America Nebula,"C20,NGC 7000,North America Nebula",HII,4,Cygnus,120.00,314.82142,44.52878,Autumn
NGC7001,NGC,,,NGC 7001,,NGC 7001,G,12.93,Aquarius,1.38,315.28229,-0.19517,Summer
NGC7002,NGC,,,NGC 7002,,NGC 7002,G,12.38,Indus,2.10,315.93667,-49.02975,Unknown
NGC7003,NGC,,,NGC 7003,,NGC 7003,G,13.75,Delphinus,0.99,315.17675,17.80489,Summer
NGC7004,NGC,,,NGC 7004,,NGC 7004,G,13.75,Indus,1.26,316.00908,-49.11425,Unknown
NGC7005,NGC,,,NGC 7005,,NGC 7005,Other,,Aquarius,,315.49021,-12.88261,Summer
NGC7006,Caldwell,,C42,NGC 7006,,"C42,NGC 7006",GCl,10.46,Delphinus,4.20,315.37187,16.18753,Summer
NGC7007,NGC,,,NGC 7007,,NGC 7007,G,11.95,Indus,3.39,316.36633,-52.55197,Unknown
NGC7008,NGC,,,NGC 7008,,NGC 7008,PN,10.7,Cygnus,1.43,315.13667,54.54319,Autumn
NGC7009,Caldwell,,C55,NGC 7009,Saturn Nebula,"C55,NGC 7009,Saturn Nebula",PN,8,Aquarius,0.70,316.04496,-11.36325,Summer
NGC7010,NGC,,,NGC 7010,,"NGC 7010,IC 5082",G,14.77,Aquarius,2.18,316.16458,-12.33839,Summer
NGC7011,NGC,,,NGC 7011,,NGC 7011,OCl,,Cygnus,,315.45575,47.35431,Autumn
NGC7012,NGC,,,NGC 7012,,NGC 7012,G,13.68,Microscopium,1.65,316.68967,-44.81472,Unknown
NGC7013,NGC,,,NGC 7013,,NGC 7013,G,11.3,Cygnus,4.16,315.88992,29.89747,Autumn
NGC7014,NGC,,,NGC 7014,,NGC 7014,G,12.31,Indus,2.03,316.96738,-47.17900,Unknown
NGC7015,NGC,,,NGC 7015,,NGC 7015,G,12.53,Equuleus,1.70,316.40575,11.41417,Summer
NGC7016,NGC,,,NGC 7016,,NGC 7016,G,14.85,Capricornus,1.02,316.81783,-25.46894,Autumn
NGC7017,NGC,,,NGC 7017,,NGC 7017,GPair,14.93,Capricornus,0.85,316.83554,-25.48686,Autumn
NGC7018,NGC,,,NGC 7018,,NGC 7018,GTrpl,16.8,Capricornus,0.93,316.85562,-25.42775,Autumn
NGC7019,NGC,,,NGC 7019,,NGC 7019,G,15.09,Capricornus,0.74,316.60721,-24.41267,Summer
NGC7020,NGC,,,NGC 7020,,"NGC 7020,NGC 7021",G,11.74,Pavo,4.10,317.83371,-64.02533,Unknown
NGC7022,NGC,,,NGC 7022,,NGC 7022,G,14.06,Indus,1.52,317.39683,-49.30367,Unknown
NGC7023,Caldwell,,C4,NGC 7023,Iris Nebula,"C4,NGC 7023,Iris Nebula",Neb,7.2,Cepheus,10.00,315.39842,68.16956,Autumn
NGC7024,NGC,,,NGC 7024,,NGC 7024,OCl,,Cygnus,4.92,316.53379,41.48458,Autumn
NGC7025,NGC,,,NGC 7025,,NGC 7025,G,13.99,Delphinus,2.02,316.94725,16.33586,Summer
NGC7026,NGC,,,NGC 7026,,NGC 7026,PN,10.9,Cygnus,0.33,316.57700,47.85219,Autumn
NGC7027,NGC,,,NGC 7027,,NGC 7027,PN,8.5,Cygnus,0.23,316.75637,42.23653,Autumn
NGC7028,NGC,,,NGC 7028,,NGC 7028,G,14.78,Delphinus,0.64,316.45850,18.46819,Summer
NGC7029,NGC,,,NGC 7029,,NGC 7029,G,11.67,Indus,2.75,317.96688,-49.28372,Unknown
NGC7030,NGC,,,NGC 7030,,NGC 7030,G,14.58,Capricornus,0.86,317.80554,-20.48586,Summer
NGC7031,NGC,,,NGC 7031,,NGC 7031,OCl,9.1,Cygnus,3.90,316.80229,50.87556,Autumn
NGC7032,NGC,,,NGC 7032,,NGC 7032,G,13.63,Pavo,1.17,318.84533,-68.28789,Unknown
NGC7033,NGC,,,NGC 7033,,NGC 7033,G,15.2,Pegasus,0.88,317.40108,15.12489,Summer
NGC7034,NGC,,,NGC 7034,,NGC 7034,G,15.19,Pegasus,0.96,317.40908,15.15067,Summer
NGC7035,NGC,,,NGC 7035,,NGC 7035,GPair,15.41,Capricornus,1.20,317.69333,-23.13583,Summer
NGC7035A,NGC,,,NGC 7035A,,NGC 7035A,G,15.6,Capricornus,0.89,317.68942,-23.13514,Summer
NGC7035B,NGC,,,NGC 7035B,,NGC 7035B,G,15.39,Capricornus,1.23,317.69708,-23.13708,Summer
NGC7036,NGC,,,NGC 7036,,NGC 7036,OCl,,Pegasus,4.50,317.55163,15.37611,Summer
NGC7037,NGC,,,NGC 7037,,NGC 7037,OCl,,Cygnus,6.00,317.69050,33.72833,Autumn
NGC7038,NGC,,,NGC 7038,,NGC 7038,G,12.14,Indus,3.22,318.78129,-47.22050,Unknown
NGC7039,NGC,,,NGC 7039,,NGC 7039,OCl,7.6,Cygnus,7.80,317.69917,45.62181,Autumn
NGC7040,NGC,,,NGC 7040,,NGC 7040,G,14.85,Equuleus,1.04,318.31875,8.86497,Summer
NGC7041,NGC,,,NGC 7041,,NGC 7041,G,11.3,Indus,3.46,319.13492,-48.36356,Unknown
NGC7042,NGC,,,NGC 7042,,NGC 7042,G,12.9,Pegasus,1.78,318.44108,13.57492,Summer
NGC7043,NGC,,,NGC 7043,,NGC 7043,G,14.86,Pegasus,0.82,318.51738,13.62603,Summer
NGC7044,NGC,,,NGC 7044,,NGC 7044,OCl,12,Cygnus,6.00,318.28921,42.49619,Autumn
NGC7045,NGC,,,NGC 7045,,NGC 7045,**,,Equuleus,,318.70858,4.50678,Summer
NGC7046,NGC,,,NGC 7046,,NGC 7046,G,12.68,Equuleus,1.10,318.73350,2.83483,Summer
NGC7047,NGC,,,NGC 7047,,NGC 7047,G,14.82,Aquarius,1.34,319.11521,-0.82650,Summer
NGC7048,NGC,,,NGC 7048,,NGC 7048,PN,12.1,Cygnus,1.02,318.56333,46.28861,Autumn
NGC7049,NGC,,,NGC 7049,,NGC 7049,G,10.55,Indus,3.94,319.75125,-48.56217,Unknown
NGC7050,NGC,,,NGC 7050,,NGC 7050,OCl,,Cygnus,3.60,318.78562,36.17525,Autumn
NGC7051,NGC,,,NGC 7051,,NGC 7051,G,13.68,Aquarius,1.25,319.96388,-8.78294,Summer
NGC7052,NGC,,,NGC 7052,,NGC 7052,G,13.09,Vulpecula,1.82,319.63771,26.44703,Autumn
NGC7053,NGC,,,NGC 7053,,NGC 7053,G,14.17,Pegasus,1.57,320.28171,23.08481,Autumn
NGC7055,NGC,,,NGC 7055,,NGC 7055,OCl,,Cepheus,3.00,319.87546,57.54561,Autumn
NGC7056,NGC,,,NGC 7056,,"NGC 7056,IC 1382",G,13.09,Pegasus,1.10,320.53150,18.66567,Autumn
NGC7057,NGC,,,NGC 7057,,NGC 7057,G,13.83,Microscopium,1.36,321.24458,-42.46044,Unknown
NGC7058,NGC,,,NGC 7058,,NGC 7058,OCl,,Cygnus,5.10,320.47325,50.81903,Autumn
NGC7059,NGC,,,NGC 7059,,NGC 7059,G,12.08,Pavo,3.69,321.83946,-60.01458,Unknown
NGC7060,NGC,,,NGC 7060,,NGC 7060,G,12.82,Microscopium,2.02,321.47325,-42.41128,Unknown
NGC7061,NGC,,,NGC 7061,,NGC 7061,G,14.16,Indus,1.63,321.86187,-49.06350,Unknown
NGC7062,NGC,,,NGC 7062,,NGC 7062,OCl,8.3,Cygnus,3.60,320.86450,46.37853,Autumn
NGC7063,NGC,,,NGC 7063,,NGC 7063,OCl,7,Cygnus,6.30,321.09042,36.48750,Autumn
NGC7064,NGC,,,NGC 7064,,NGC 7064,G,12.11,Indus,3.74,322.26242,-52.76761,Unknown
NGC7065,NGC,,,NGC 7065,,NGC 7065,G,14.27,Aquarius,1.00,321.67713,-6.99492,Summer
NGC7065A,NGC,,,NGC 7065A,,NGC 7065A,G,14.32,Aquarius,1.10,321.74104,-7.02153,Summer
NGC7066,NGC,,,NGC 7066,,NGC 7066,GPair,15.2,Pegasus,0.83,321.55833,14.18194,Autumn
NGC7067,NGC,,,NGC 7067,,NGC 7067,OCl,9.7,Cygnus,2.40,321.09633,48.00925,Autumn
NGC7068,NGC,,,NGC 7068,,NGC 7068,G,14.76,Pegasus,0.76,321.63488,12.18431,Summer
NGC7069,NGC,,,NGC 7069,,NGC 7069,G,14.62,Aquarius,1.15,322.02446,-1.64686,Summer
NGC7070,NGC,,,NGC 7070,,NGC 7070,G,12.31,Grus,2.50,322.60562,-43.08711,Unknown
NGC7070A,NGC,,,NGC 7070A,,NGC 7070A,G,12.34,Grus,2.21,322.94704,-42.84767,Unknown
NGC7071,NGC,,,NGC 7071,,NGC 7071,*Ass,,Cygnus,,321.66388,47.91958,Autumn
NGC7072,NGC,,,NGC 7072,,NGC 7072,G,12.81,Grus,0.82,322.65383,-43.15353,Unknown
NGC7072A,NGC,,,NGC 7072A,,NGC 7072A,G,13.87,Grus,0.80,322.60700,-43.20261,Unknown
NGC7073,NGC,,,NGC 7073,,NGC 7073,G,14.49,Capricornus,0.92,322.35842,-11.48814,Summer
NGC7074,NGC,,,NGC 7074,,NGC 7074,G,14.94,Pegasus,0.83,322.41183,6.68256,Summer
NGC7075,NGC,,,NGC 7075,,NGC 7075,G,12.73,Grus,1.45,322.88742,-38.61792,Unknown
NGC7076,NGC,,,NGC 7076,,NGC 7076,PN,13.5,Cepheus,0.93,321.59792,62.89250,Autumn
NGC7077,NGC,,,NGC 7077,,NGC 7077,G,13.67,Aquarius,0.90,322.49838,2.41417,Summer
NGC7078,Messier,M15,,NGC 7078,,"M15,NGC 7078",GCl,6.3,Pegasus,11.10,322.49325,12.16683,Autumn
NGC7079,NGC,,,NGC 7079,,NGC 7079,G,11.65,Grus,2.30,323.14688,-44.06756,Unknown
NGC7080,NGC,,,NGC 7080,,"NGC 7080,NGC 7054",G,12.38,Vulpecula,1.63,322.50813,26.71781,Autumn
NGC7081,NGC,,,NGC 7081,,NGC 7081,G,13.67,Aquarius,0.77,322.85050,2.49128,Summer
NGC7082,NGC,,,NGC 7082,,NGC 7082,OCl,7.2,Cygnus,9.00,322.32392,47.12628,Autumn
NGC7083,NGC,,,NGC 7083,,NGC 7083,G,11.24,Indus,3.56,323.93621,-63.90283,Unknown
NGC7084,NGC,,,NGC 7084,,NGC 7084,OCl,,Pegasus,6.00,323.13804,17.50853,Autumn
NGC7085,NGC,,,NGC 7085,,NGC 7085,G,15.26,Pegasus,0.99,323.10513,6.58125,Summer
NGC7086,NGC,,,NGC 7086,,NGC 7086,OCl,8.4,Cygnus,4.80,322.61479,51.60053,Autumn
NGC7087,NGC,,,NGC 7087,,NGC 7087,G,13.01,Grus,0.86,323.63946,-40.81864,Unknown
NGC7088,NGC,,,NGC 7088,,NGC 7088,Other,,Aquarius,,323.34217,-0.38261,Summer
NGC7089,Messier,M2,,NGC 7089,,"M2,NGC 7089",GCl,6.25,Aquarius,8.40,323.36254,-0.82331,Summer
NGC7090,NGC,,,NGC 7090,,NGC 7090,G,10.87,Indus,8.15,324.12025,-54.55733,Unknown
NGC7091,NGC,,,NGC 7091,,"NGC 7091,IC 5114",G,13.51,Grus,1.86,323.53308,-36.65372,Unknown
NGC7092,Messier,M39,,NGC 7092,,"M39,NGC 7092",OCl,4.6,Cygnus,19.50,322.95133,48.43817,Autumn
NGC7093,NGC,,,NGC 7093,,NGC 7093,OCl,,Cygnus,3.60,323.59042,45.96500,Autumn
NGC7094,NGC,,,NGC 7094,,NGC 7094,PN,13.4,Pegasus,1.65,324.22071,12.78864,Autumn
NGC7095,NGC,,,NGC 7095,,NGC 7095,G,11.92,Octans,2.71,328.11017,-81.53083,Unknown
NGC7096,NGC,,,NGC 7096,,"NGC 7096,IC 5121",G,11.97,Indus,2.10,325.33033,-63.90869,Unknown
NGC7096A,NGC,,,NGC 7096A,,"NGC 7096A,IC 5120",G,14.16,Indus,2.00,324.70112,-64.35019,Unknown
NGC7097,NGC,,,NGC 7097,,NGC 7097,G,11.7,Grus,1.89,325.05379,-42.53939,Unknown
NGC7097A,NGC,,,NGC 7097A,,NGC 7097A,G,14.28,Grus,0.70,325.15775,-42.48028,Unknown
NGC7098,NGC,,,NGC 7098,,NGC 7098,G,11.53,Octans,1.78,326.06717,-75.11133,Unknown
NGC7099,Messier,M30,,NGC 7099,,"M30,NGC 7099",GCl,7.1,Capricornus,9.00,325.09175,-23.17908,Summer
NGC7100,NGC,,,NGC 7100,,NGC 7100,*,,Pegasus,,324.77933,8.95153,Autumn
NGC7101,NGC,,,NGC 7101,,NGC 7101,G,14.86,Pegasus,0.82,324.89421,8.87694,Autumn
NGC7102,NGC,,,NGC 7102,,"NGC 7102,IC 5127",G,14.07,Pegasus,1.48,324.93538,6.28631,Summer
NGC7103,NGC,,,NGC 7103,,NGC 7103,G,15.33,Capricornus,1.42,324.96458,-22.47389,Summer
NGC7104,NGC,,,NGC 7104,,NGC 7104,G,15.36,Capricornus,0.79,325.01325,-22.42481,Summer
NGC7105,NGC,,,NGC 7105,,NGC 7105,G,14.25,Capricornus,1.51,325.42229,-10.63550,Summer
NGC7106,NGC,,,NGC 7106,,NGC 7106,G,13.34,Indus,1.66,325.65246,-52.69953,Unknown
NGC7107,NGC,,,NGC 7107,,NGC 7107,G,13.34,Grus,1.91,325.61033,-44.79028,Unknown
NGC7108,NGC,,,NGC 7108,,"NGC 7108,NGC 7111",G,14.88,Aquarius,1.17,325.47396,-6.70883,Summer
NGC7109,NGC,,,NGC 7109,,NGC 7109,G,14.47,Piscis Austrinus,0.87,325.49388,-34.44589,Unknown
NGC7110,NGC,,,NGC 7110,,NGC 7110,G,14.26,Piscis Austrinus,1.40,325.55062,-34.16222,Unknown
NGC7112,NGC,,,NGC 7112,,"NGC 7112,NGC 7113",G,15.12,Pegasus,0.99,325.61100,12.56925,Autumn
NGC7114,NGC,,,NGC 7114,Schmidt's Nova Cygni,"NGC 7114,Schmidt's Nova Cygni",*,3,Cygnus,,325.43346,42.84181,Autumn
NGC7115,NGC,,,NGC 7115,,NGC 7115,G,14.15,Piscis Austrinus,1.91,325.91054,-25.35161,Summer
NGC7116,NGC,,,NGC 7116,,NGC 7116,G,14.13,Cygnus,1.22,325.66758,28.94658,Autumn
NGC7117,NGC,,,NGC 7117,,NGC 7117,G,12.8,Grus,1.71,326.44600,-48.42042,Unknown
NGC7118,NGC,,,NGC 7118,,NGC 7118,G,12.57,Grus,1.70,326.54058,-48.35381,Unknown
NGC7119,NGC,,,NGC 7119,,NGC 7119,GPair,,Grus,1.00,326.56458,-46.51806,Unknown
NGC7119A,NGC,,,NGC 7119A,,NGC 7119A,G,13.44,Grus,0.70,326.56687,-46.51614,Unknown
NGC7119B,NGC,,,NGC 7119B,,NGC 7119B,G,13.75,Grus,0.64,326.56325,-46.51842,Unknown
NGC7120,NGC,,,NGC 7120,,NGC 7120,G,14.88,Aquarius,0.84,326.13842,-6.52317,Summer
NGC7121,NGC,,,NGC 7121,,NGC 7121,G,14.39,Aquarius,1.17,326.21908,-3.61972,Summer
NGC7122,NGC,,,NGC 7122,,NGC 7122,**,,Capricornus,,326.44925,-8.82961,Summer
NGC7123,NGC,,,NGC 7123,,NGC 7123,G,13.3,Indus,2.63,327.69429,-70.33414,Unknown
NGC7124,NGC,,,NGC 7124,,NGC 7124,G,12.22,Indus,2.56,327.02246,-50.56522,Unknown
NGC7125,NGC,,,NGC 7125,,NGC 7125,G,12.46,Indus,2.94,327.31658,-60.71317,Unknown
NGC7126,NGC,,,NGC 7126,,NGC 7126,G,12.28,Indus,2.55,327.32554,-60.60922,Unknown
NGC7127,NGC,,,NGC 7127,,NGC 7127,OCl,,Cygnus,2.70,325.92496,54.62997,Autumn
NGC7128,NGC,,,NGC 7128,,NGC 7128,OCl,9.7,Cygnus,3.00,325.99087,53.71514,Autumn
NGC7129,NGC,,,NGC 7129,,NGC 7129,Cl+N,11.5,Cepheus,2.10,325.74596,66.11297,Autumn
NGC7130,NGC,,,NGC 7130,,"NGC 7130,IC 5135",G,12.72,Piscis Austrinus,1.56,327.08133,-34.95125,Unknown
NGC7131,NGC,,,NGC 7131,,NGC 7131,G,14.91,Capricornus,1.13,326.90046,-13.18261,Summer
NGC7132,NGC,,,NGC 7132,,NGC 7132,G,14.53,Pegasus,0.90,326.81908,10.24117,Autumn
NGC7133,NGC,,,NGC 7133,,NGC 7133,Other,,Cepheus,,326.11125,66.16842,Autumn
NGC7134,NGC,,,NGC 7134,,NGC 7134,Other,,Capricornus,,327.23442,-12.97314,Summer
NGC7135,NGC,,,NGC 7135,,"NGC 7135,IC 5136",G,12.19,Piscis Austrinus,2.60,327.44171,-34.87628,Unknown
NGC7136,NGC,,,NGC 7136,,NGC 7136,**,,Capricornus,,327.42971,-11.79331,Summer
NGC7137,NGC,,,NGC 7137,,NGC 7137,G,12.38,Pegasus,1.84,327.05433,22.15958,Autumn
NGC7138,NGC,,,NGC 7138,,NGC 7138,G,15.34,Pegasus,1.20,327.25454,12.51422,Autumn
NGC7139,NGC,,,NGC 7139,,NGC 7139,PN,13.3,Cepheus,1.28,326.53583,63.79194,Autumn
NGC7140,NGC,,,NGC 7140,,"NGC 7140,NGC 7141",G,11.68,Indus,3.04,328.06379,-55.56967,Unknown
NGC7142,NGC,,,NGC 7142,,NGC 7142,OCl,9.3,Cepheus,9.60,326.28963,65.77444,Autumn
NGC7143,NGC,,,NGC 7143,,NGC 7143,Other,,Cygnus,,327.22363,29.95497,Autumn
NGC7144,NGC,,,NGC 7144,,NGC 7144,G,11,Grus,3.41,328.17679,-48.25375,Unknown
NGC7145,NGC,,,NGC 7145,,NGC 7145,G,11.12,Grus,2.95,328.33433,-47.88244,Unknown
NGC7146,NGC,,,NGC 7146,,NGC 7146,G,15.46,Pegasus,0.73,327.94738,3.01703,Summer
NGC7147,NGC,,,NGC 7147,,NGC 7147,G,14.97,Pegasus,0.99,327.99346,3.07169,Summer
NGC7148,NGC,,,NGC 7148,,NGC 7148,**,,Pegasus,,328.03529,3.34147,Summer
NGC7149,NGC,,,NGC 7149,,NGC 7149,G,14.53,Pegasus,1.30,328.04867,3.30114,Summer
NGC7150,NGC,,,NGC 7150,,NGC 7150,Other,,Cygnus,,327.59996,49.75608,Autumn
NGC7151,NGC,,,NGC 7151,,NGC 7151,G,13.49,Indus,2.66,328.76725,-50.65789,Unknown
NGC7152,NGC,,,NGC 7152,,NGC 7152,G,14.46,Piscis Austrinus,1.27,328.49600,-29.28908,Summer
NGC7153,NGC,,,NGC 7153,,NGC 7153,G,14.43,Piscis Austrinus,1.91,328.64754,-29.06361,Summer
NGC7154,NGC,,,NGC 7154,,NGC 7154,G,12.48,Piscis Austrinus,2.26,328.83767,-34.81414,Unknown
NGC7155,NGC,,,NGC 7155,,"NGC 7155,IC 5143",G,12.13,Indus,2.15,329.04054,-49.52194,Unknown
NGC7156,NGC,,,NGC 7156,,NGC 7156,G,12.71,Pegasus,1.40,328.64013,2.94303,Summer
NGC7157,NGC,,,NGC 7157,,NGC 7157,G,14.86,Piscis Austrinus,1.17,329.23625,-25.35053,Summer
NGC7158,NGC,,,NGC 7158,,NGC 7158,Other,,Capricornus,,329.36717,-11.59253,Summer
NGC7159,NGC,,,NGC 7159,,NGC 7159,G,15,Pegasus,0.71,329.10671,13.56264,Autumn
NGC7160,NGC,,,NGC 7160,,NGC 7160,OCl,6.1,Cepheus,4.20,328.41779,62.60331,Autumn
NGC7161,NGC,,,NGC 7161,,NGC 7161,Other,,Pegasus,,329.24121,2.91622,Summer
NGC7162,NGC,,,NGC 7162,,NGC 7162,G,12.68,Grus,3.04,329.91304,-43.30597,Unknown
NGC7162A,NGC,,,NGC 7162A,,NGC 7162A,G,13.1,Grus,2.39,330.14896,-43.14172,Unknown
NGC7163,NGC,,,NGC 7163,,NGC 7163,G,13.23,Piscis Austrinus,2.17,329.83517,-31.88317,Unknown
NGC7164,NGC,,,NGC 7164,,NGC 7164,G,15.57,Aquarius,0.72,329.09850,1.36394,Summer
NGC7165,NGC,,,NGC 7165,,NGC 7165,G,13.54,Aquarius,1.12,329.85875,-16.51233,Summer
NGC7166,NGC,,,NGC 7166,,NGC 7166,G,12.04,Grus,0.81,330.13717,-43.38972,Unknown
NGC7167,NGC,,,NGC 7167,,NGC 7167,G,12.66,Aquarius,1.83,330.12767,-24.63261,Summer
NGC7168,NGC,,,NGC 7168,,NGC 7168,G,11.9,Indus,2.23,330.53083,-51.74308,Unknown
NGC7169,NGC,,,NGC 7169,,NGC 7169,G,14.56,Grus,1.08,330.70267,-47.69783,Unknown
NGC7170,NGC,,,NGC 7170,,NGC 7170,G,14.77,Aquarius,1.12,330.35942,-5.43278,Summer
NGC7171,NGC,,,NGC 7171,,NGC 7171,G,12.35,Aquarius,2.37,330.25838,-13.26975,Summer
NGC7172,NGC,,,NGC 7172,,NGC 7172,G,12.24,Piscis Austrinus,2.75,330.50788,-31.86967,Unknown
NGC7173,NGC,,,NGC 7173,,NGC 7173,G,11.98,Piscis Austrinus,1.88,330.51329,-31.97369,Unknown
NGC7174,NGC,,,NGC 7174,,NGC 7174,G,12.15,Piscis Austrinus,2.51,330.52688,-31.99297,Unknown
NGC7175,NGC,,,NGC 7175,,NGC 7175,OCl,,Cygnus,4.50,329.66596,54.80636,Autumn
NGC7176,NGC,,,NGC 7176,,NGC 7176,G,12.43,Piscis Austrinus,1.15,330.53517,-31.98975,Unknown
NGC7177,NGC,,,NGC 7177,,NGC 7177,G,11.13,Pegasus,2.85,330.17183,17.73806,Autumn
NGC7178,NGC,,,NGC 7178,,NGC 7178,G,14.76,Piscis Austrinus,1.17,330.60500,-35.79036,Unknown
NGC7179,NGC,,,NGC 7179,,NGC 7179,G,12.82,Indus,2.03,331.20550,-64.04683,Unknown
NGC7180,NGC,,,NGC 7180,,NGC 7180,G,12.61,Aquarius,1.66,330.57692,-20.54775,Summer
NGC7181,NGC,,,NGC 7181,,NGC 7181,G,15.37,Aquarius,0.73,330.43121,-1.96056,Summer
NGC7182,NGC,,,NGC 7182,,NGC 7182,G,15.35,Aquarius,0.79,330.46525,-2.19658,Summer
NGC7183,NGC,,,NGC 7183,,NGC 7183,G,12.94,Aquarius,3.89,330.59008,-18.91650,Summer
NGC7184,NGC,,,NGC 7184,,NGC 7184,G,11,Aquarius,5.98,330.66592,-20.81283,Summer
NGC7185,NGC,,,NGC 7185,,NGC 7185,G,12.58,Aquarius,2.31,330.73646,-20.47128,Summer
NGC7186,NGC,,,NGC 7186,,NGC 7186,Other,,Pegasus,,330.27175,35.07883,Autumn
NGC7187,NGC,,,NGC 7187,,NGC 7187,G,12.55,Piscis Austrinus,1.15,330.68567,-32.80217,Unknown
NGC7188,NGC,,,NGC 7188,,NGC 7188,G,14,Aquarius,1.76,330.87083,-20.31797,Summer
NGC7189,NGC,,,NGC 7189,,NGC 7189,G,14.38,Aquarius,0.99,330.81667,0.57111,Summer
NGC7190,NGC,,,NGC 7190,,NGC 7190,G,15.13,Pegasus,0.96,330.77783,11.19931,Autumn
NGC7191,NGC,,,NGC 7191,,NGC 7191,G,13.81,Indus,1.83,331.71579,-64.63456,Unknown
NGC7192,NGC,,,NGC 7192,,NGC 7192,G,11.28,Indus,2.42,331.70900,-64.31625,Unknown
NGC7193,NGC,,,NGC 7193,,NGC 7193,OCl,,Pegasus,,330.75650,10.80383,Autumn
NGC7194,NGC,,,NGC 7194,,NGC 7194,G,14.32,Pegasus,1.31,330.87892,12.63678,Autumn
NGC7195,NGC,,,NGC 7195,,NGC 7195,G,15.71,Pegasus,0.69,330.87617,12.66083,Autumn
NGC7196,NGC,,,NGC 7196,,NGC 7196,G,12.01,Indus,2.76,331.47837,-50.11933,Unknown
NGC7197,NGC,,,NGC 7197,,NGC 7197,G,14.41,Lacerta,1.67,330.74187,41.05900,Autumn
NGC7198,NGC,,,NGC 7198,,NGC 7198,G,14.44,Aquarius,0.98,331.30933,-0.64828,Summer
NGC7199,NGC,,,NGC 7199,,NGC 7199,G,13.08,Indus,1.21,332.12433,-64.70614,Unknown
NGC7200,NGC,,,NGC 7200,,NGC 7200,G,12.86,Indus,1.28,331.78967,-49.99547,Unknown
NGC7201,NGC,,,NGC 7201,,NGC 7201,G,13.95,Piscis Austrinus,1.66,331.63304,-31.26300,Unknown
NGC7202,NGC,,,NGC 7202,,NGC 7202,*,,Piscis Austrinus,,331.68017,-31.21789,Unknown
NGC7203,NGC,,,NGC 7203,,NGC 7203,G,13.7,Piscis Austrinus,1.08,331.68283,-31.16242,Unknown
NGC7204,NGC,,,NGC 7204,,NGC 7204,GPair,,Piscis Austrinus,1.60,331.72583,-31.05139,Unknown
NGC7204A,NGC,,,NGC 7204A,,"NGC 7204A,NGC 7204N",G,15.07,Piscis Austrinus,0.93,331.72500,-31.05061,Unknown
NGC7204B,NGC,,,NGC 7204B,,"NGC 7204B,NGC 7204S",G,14.5,Piscis Austrinus,1.07,331.73025,-31.05308,Unknown
NGC7205,NGC,,,NGC 7205,,NGC 7205,G,10.97,Tucana,3.70,332.14288,-57.44258,Unknown
NGC7205A,NGC,,,NGC 7205A,,NGC 7205A,G,14.02,Indus,1.15,331.88338,-57.46403,Unknown
NGC7206,NGC,,,NGC 7206,,NGC 7206,G,14.73,Pegasus,1.19,331.42037,16.78525,Autumn
NGC7207,NGC,,,NGC 7207,,NGC 7207,G,15.6,Pegasus,0.66,331.44033,16.76775,Autumn
NGC7208,NGC,,,NGC 7208,,NGC 7208,G,13.36,Piscis Austrinus,0.91,332.10175,-29.05117,Summer
NGC7209,NGC,,,NGC 7209,,NGC 7209,OCl,7.7,Lacerta,6.00,331.28267,46.48353,Autumn
NGC7211,NGC,,,NGC 7211,,NGC 7211,G,15.11,Aquarius,0.77,331.59113,-8.08997,Summer
NGC7212,NGC,,,NGC 7212,,NGC 7212,GTrpl,15.1,Pegasus,1.35,331.75542,10.23111,Autumn
NGC7213,NGC,,,NGC 7213,,NGC 7213,G,11.15,Grus,4.84,332.31796,-47.16661,Unknown
NGC7214,NGC,,,NGC 7214,,NGC 7214,G,13.86,Piscis Austrinus,1.94,332.28200,-27.80947,Summer
NGC7215,NGC,,,NGC 7215,,NGC 7215,G,15.01,Aquarius,0.91,332.14367,0.51169,Autumn
NGC7216,NGC,,,NGC 7216,,NGC 7216,G,12.59,Indus,1.61,333.14933,-68.66186,Unknown
NGC7217,NGC,,,NGC 7217,,NGC 7217,G,10.47,Pegasus,4.52,331.96829,31.35933,Autumn
NGC7218,NGC,,,NGC 7218,,NGC 7218,G,11.91,Aquarius,2.55,332.54879,-16.66100,Summer
NGC7219,NGC,,,NGC 7219,,NGC 7219,G,12.59,Tucana,1.83,333.28758,-64.84897,Unknown
NGC7220,NGC,,,NGC 7220,,NGC 7220,G,13.37,Aquarius,0.90,332.87917,-22.95286,Summer
NGC7221,NGC,,,NGC 7221,,NGC 7221,G,12.16,Piscis Austrinus,2.29,332.81354,-30.56317,Unknown
NGC7222,NGC,,,NGC 7222,,NGC 7222,G,15.43,Aquarius,1.07,332.71567,2.10581,Autumn
NGC7223,NGC,,,NGC 7223,,NGC 7223,G,13.42,Lacerta,1.41,332.53817,41.01728,Autumn
NGC7224,NGC,,,NGC 7224,,NGC 7224,G,14.94,Pegasus,1.51,332.89742,25.86450,Autumn
NGC7225,NGC,,,NGC 7225,,NGC 7225,G,13.37,Piscis Austrinus,1.96,333.28362,-26.14833,Summer
NGC7226,NGC,,,NGC 7226,,NGC 7226,OCl,9.6,Cepheus,3.00,332.61204,55.39858,Autumn
